 0.5906658E+00  0.1576334E-03  0.1576334E-03  0.0000000E+00
 0.6985770E+00  0.8371449E-03  0.8371449E-03  0.0000000E+00
 0.8064883E+00  0.4659417E-02  0.4659417E-02  0.0000000E+00
 0.9143995E+00  0.1838102E-01  0.1838102E-01  0.0000000E+00
 0.1022311E+01  0.5573903E-01  0.5573903E-01  0.0000000E+00
 0.1130222E+01  0.1277482E+00  0.1277482E+00  0.0000000E+00
 0.1238133E+01  0.2222234E+00  0.2222234E+00  0.0000000E+00
 0.1346044E+01  0.2930394E+00  0.2930394E+00  0.0000000E+00
 0.1453956E+01  0.2930394E+00  0.2930394E+00  0.0000000E+00
 0.1561867E+01  0.2222234E+00  0.2222234E+00  0.0000000E+00
 0.1669778E+01  0.1277482E+00  0.1277482E+00  0.0000000E+00
 0.1777689E+01  0.5573903E-01  0.5573903E-01  0.0000000E+00
 0.1885601E+01  0.1838102E-01  0.1838102E-01  0.0000000E+00
 0.1993512E+01  0.4659417E-02  0.4659417E-02  0.0000000E+00
 0.2101423E+01  0.8371449E-03  0.8371449E-03  0.0000000E+00
 0.2209334E+01  0.1576334E-03  0.1576334E-03  0.0000000E+00
