 0.1000000E+00  0.9003545E-02  0.9003545E-02  0.9003545E-02  0.9003545E-02  0.9003545E-02  0.9003545E-02  0.9003545E-02  0.9003545E-02  0.9003545E-02  0.9003545E-02  0.9003545E-02  0.9003545E-02  0.9003545E-02  0.9003545E-02  0.9003545E-02  0.9003545E-02
 0.2000000E+00  0.1800704E-01  0.1800704E-01  0.1800704E-01  0.1800704E-01  0.1800704E-01  0.1800704E-01  0.1800704E-01  0.1800704E-01  0.1800704E-01  0.1800704E-01  0.1800704E-01  0.1800704E-01  0.1800704E-01  0.1800704E-01  0.1800704E-01  0.1800704E-01
 0.3000000E+00  0.2701043E-01  0.2701043E-01  0.2701043E-01  0.2701043E-01  0.2701043E-01  0.2701043E-01  0.2701043E-01  0.2701043E-01  0.2701043E-01  0.2701043E-01  0.2701043E-01  0.2701043E-01  0.2701043E-01  0.2701043E-01  0.2701043E-01  0.2701043E-01
 0.4000000E+00  0.3601367E-01  0.3601367E-01  0.3601367E-01  0.3601367E-01  0.3601367E-01  0.3601367E-01  0.3601367E-01  0.3601367E-01  0.3601367E-01  0.3601367E-01  0.3601367E-01  0.3601367E-01  0.3601367E-01  0.3601367E-01  0.3601367E-01  0.3601367E-01
 0.5000000E+00  0.4501670E-01  0.4501670E-01  0.4501670E-01  0.4501670E-01  0.4501670E-01  0.4501670E-01  0.4501670E-01  0.4501670E-01  0.4501670E-01  0.4501670E-01  0.4501670E-01  0.4501670E-01  0.4501670E-01  0.4501670E-01  0.4501670E-01  0.4501670E-01
 0.6000000E+00  0.5401948E-01  0.5401948E-01  0.5401948E-01  0.5401948E-01  0.5401948E-01  0.5401948E-01  0.5401948E-01  0.5401948E-01  0.5401948E-01  0.5401948E-01  0.5401948E-01  0.5401948E-01  0.5401948E-01  0.5401948E-01  0.5401948E-01  0.5401948E-01
 0.7000000E+00  0.6302196E-01  0.6302196E-01  0.6302196E-01  0.6302196E-01  0.6302196E-01  0.6302196E-01  0.6302196E-01  0.6302196E-01  0.6302196E-01  0.6302196E-01  0.6302196E-01  0.6302196E-01  0.6302196E-01  0.6302196E-01  0.6302196E-01  0.6302196E-01
 0.8000000E+00  0.7202408E-01  0.7202408E-01  0.7202408E-01  0.7202408E-01  0.7202408E-01  0.7202408E-01  0.7202408E-01  0.7202408E-01  0.7202408E-01  0.7202408E-01  0.7202408E-01  0.7202408E-01  0.7202408E-01  0.7202408E-01  0.7202408E-01  0.7202408E-01
 0.9000000E+00  0.8102581E-01  0.8102581E-01  0.8102581E-01  0.8102581E-01  0.8102581E-01  0.8102581E-01  0.8102581E-01  0.8102581E-01  0.8102581E-01  0.8102581E-01  0.8102581E-01  0.8102581E-01  0.8102581E-01  0.8102581E-01  0.8102581E-01  0.8102581E-01
 0.1000000E+01  0.9002707E-01  0.9002707E-01  0.9002707E-01  0.9002707E-01  0.9002707E-01  0.9002707E-01  0.9002707E-01  0.9002707E-01  0.9002707E-01  0.9002707E-01  0.9002707E-01  0.9002707E-01  0.9002707E-01  0.9002707E-01  0.9002707E-01  0.9002707E-01
 0.1100000E+01  0.9902784E-01  0.9902784E-01  0.9902784E-01  0.9902784E-01  0.9902784E-01  0.9902784E-01  0.9902784E-01  0.9902784E-01  0.9902784E-01  0.9902784E-01  0.9902784E-01  0.9902784E-01  0.9902784E-01  0.9902784E-01  0.9902784E-01  0.9902784E-01
 0.1200000E+01  0.1080280E+00  0.1080280E+00  0.1080280E+00  0.1080280E+00  0.1080280E+00  0.1080280E+00  0.1080280E+00  0.1080280E+00  0.1080280E+00  0.1080280E+00  0.1080280E+00  0.1080280E+00  0.1080280E+00  0.1080280E+00  0.1080280E+00  0.1080280E+00
